case_id,exception_signature,root_cause,final_action,human_override_flag,agent_confidence,resolved_by,resolution_time_hours,outcome
EXC_757cc179a0,BOOKING_MISMATCH|GB|EUR|CP029,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.85,human_reviewer,33.31,RESOLVED
EXC_334e80d51d,COUNTERPARTY_DISCREPANCY|JP|JPY|CP029,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.61,human_reviewer,4.6,RESOLVED
EXC_5d1763d8a4,MISSING_REFERENCE_DATA|SG|INR|CP009,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,True,0.52,human_reviewer,11.13,RESOLVED
EXC_216104ec19,MISSING_REFERENCE_DATA|JP|GBP|CP015,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.51,agent,3.66,RESOLVED
EXC_ce38c117ed,AMBIGUOUS_NOISY|SG|JPY|CP018,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.56,human_reviewer,33.86,RESOLVED
EXC_eb933b7d6f,AMBIGUOUS_NOISY|GB|EUR|CP030,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.41,human_reviewer,9.18,RESOLVED
EXC_5a622506da,BOOKING_MISMATCH|US|JPY|CP006,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.78,human_reviewer,8.84,RESOLVED
EXC_23f6e82048,QUANTITY_MISMATCH|SG|SGD|CP011,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.87,ops_analyst,14.45,RESOLVED
EXC_1c76fcfe33,SSI_MISMATCH|SG|JPY|CP008,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.79,ops_analyst,1.36,RESOLVED
EXC_967ecd54ea,SSI_MISMATCH|GB|EUR|CP011,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.76,human_reviewer,9.23,RESOLVED
EXC_5d677a6905,BOOKING_MISMATCH|IN|USD|CP008,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.82,human_reviewer,11.03,RESOLVED
EXC_a24bfd9459,AMBIGUOUS_NOISY|JP|INR|CP015,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.39,human_reviewer,11.69,PENDING_REMEDIATION
EXC_ac3ac3ee20,COUNTERPARTY_DISCREPANCY|IN|SGD|CP028,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.48,agent,11.33,RESOLVED
EXC_b031a083e7,SSI_MISMATCH|JP|JPY|CP021,SSI_MISMATCH,Validate SSI against active master and resend instruction,True,0.91,human_reviewer,10.67,RESOLVED
EXC_d3862273c4,MISSING_REFERENCE_DATA|JP|JPY|CP030,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.46,human_reviewer,5.62,RESOLVED
EXC_5117d51013,WRONG_ACCOUNT|JP|USD|CP027,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.76,human_reviewer,1.88,RESOLVED
EXC_e53946813a,HOLIDAY_SETTLEMENT_ERROR|GB|GBP|CP006,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,True,0.78,human_reviewer,15.33,RESOLVED
EXC_476ffba1ea,BOOKING_MISMATCH|IN|USD|CP022,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.81,human_reviewer,7.72,RESOLVED
EXC_eb6aea450c,HOLIDAY_SETTLEMENT_ERROR|EU|USD|CP012,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.93,ops_analyst,15.54,RESOLVED
EXC_238a63fd2c,WRONG_ACCOUNT|JP|EUR|CP022,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.79,human_reviewer,11.1,RESOLVED
EXC_7380e58d96,WRONG_ACCOUNT|JP|EUR|CP018,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.89,human_reviewer,10.99,RESOLVED
EXC_657f3e5fec,BOOKING_MISMATCH|SG|USD|CP029,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.79,human_reviewer,9.34,RESOLVED
EXC_bb744be5a6,MISSING_REFERENCE_DATA|SG|INR|CP011,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,True,0.35,human_reviewer,13.79,RESOLVED
EXC_5bac52d22b,COUNTERPARTY_DISCREPANCY|GB|GBP|CP011,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,True,0.57,human_reviewer,3.29,RESOLVED
EXC_05779d7acf,QUANTITY_MISMATCH|GB|SGD|CP023,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.77,team_lead,13.84,RESOLVED
EXC_d6f1f08038,PRICE_MISMATCH|GB|GBP|CP004,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.96,team_lead,3.21,RESOLVED
EXC_03887a19fd,MISSING_REFERENCE_DATA|GB|USD|CP022,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.45,agent,11.38,RESOLVED
EXC_6102b9a724,BOOKING_MISMATCH|JP|SGD|CP025,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.91,human_reviewer,11.43,RESOLVED
EXC_6dcd76ac9f,AMBIGUOUS_NOISY|SG|SGD|CP016,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.36,human_reviewer,23.25,PENDING_REMEDIATION
EXC_55fd0457a6,WRONG_ACCOUNT|IN|GBP|CP003,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.85,human_reviewer,15.79,RESOLVED
EXC_0698878ad5,COUNTERPARTY_DISCREPANCY|IN|INR|CP012,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.37,team_lead,4.81,RESOLVED
EXC_89799720bc,MISSING_REFERENCE_DATA|GB|INR|CP023,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.46,agent,5.94,RESOLVED
EXC_625a0a3549,HOLIDAY_SETTLEMENT_ERROR|EU|GBP|CP012,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.76,team_lead,15.2,RESOLVED
EXC_c64ae66b84,WRONG_ACCOUNT|EU|SGD|CP006,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.89,human_reviewer,4.74,RESOLVED
EXC_7b9e8e9d2f,MISSING_REFERENCE_DATA|JP|SGD|CP020,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.37,team_lead,5.29,RESOLVED
EXC_a8674bbb26,BOOKING_MISMATCH|US|JPY|CP026,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.96,human_reviewer,25.84,RESOLVED
EXC_3041f29162,BOOKING_MISMATCH|IN|SGD|CP030,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.8,human_reviewer,26.37,RESOLVED
EXC_09336d54c2,MISSING_REFERENCE_DATA|IN|USD|CP027,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.38,human_reviewer,6.25,RESOLVED
EXC_b4d858b480,MISSING_REFERENCE_DATA|EU|USD|CP013,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,True,0.47,human_reviewer,13.59,RESOLVED
EXC_8443b6d7b3,MISSING_INSTRUCTION|GB|GBP|CP006,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.89,team_lead,5.87,RESOLVED
EXC_58b1af9f1a,HOLIDAY_SETTLEMENT_ERROR|SG|SGD|CP017,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.9,human_reviewer,4.72,RESOLVED
EXC_0346c7055b,HOLIDAY_SETTLEMENT_ERROR|IN|EUR|CP024,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,True,0.96,human_reviewer,14.94,RESOLVED
EXC_7479432ae6,COUNTERPARTY_DISCREPANCY|US|INR|CP014,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.36,agent,1.61,RESOLVED
EXC_bc622d3634,MISSING_INSTRUCTION|SG|GBP|CP022,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.86,human_reviewer,10.07,RESOLVED
EXC_fd4a3ddd0a,HOLIDAY_SETTLEMENT_ERROR|EU|EUR|CP021,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.76,team_lead,2.92,RESOLVED
EXC_02bd5f0086,COUNTERPARTY_DISCREPANCY|SG|GBP|CP018,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.55,team_lead,6.76,RESOLVED
EXC_7d0b52cba2,COUNTERPARTY_DISCREPANCY|IN|GBP|CP013,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.42,agent,2.99,RESOLVED
EXC_f7df659c0c,AMBIGUOUS_NOISY|GB|EUR|CP021,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.61,human_reviewer,13.72,PENDING_REMEDIATION
EXC_4c9404aa61,AMBIGUOUS_NOISY|JP|EUR|CP027,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.57,human_reviewer,26.62,PENDING_REMEDIATION
EXC_8b19653349,COUNTERPARTY_DISCREPANCY|GB|USD|CP003,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.35,ops_analyst,12.87,RESOLVED
EXC_49567f6730,QUANTITY_MISMATCH|SG|USD|CP028,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,True,0.93,human_reviewer,7.23,RESOLVED
EXC_5209a47b48,HOLIDAY_SETTLEMENT_ERROR|GB|USD|CP001,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.94,agent,2.27,RESOLVED
EXC_1c04481a03,AMBIGUOUS_NOISY|GB|EUR|CP020,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.57,human_reviewer,9.39,RESOLVED
EXC_6889c2b446,MISSING_INSTRUCTION|EU|EUR|CP024,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.92,team_lead,6.77,RESOLVED
EXC_d915870bec,BOOKING_MISMATCH|IN|SGD|CP017,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.78,human_reviewer,30.83,RESOLVED
EXC_80209ca17b,HOLIDAY_SETTLEMENT_ERROR|SG|EUR|CP002,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.92,human_reviewer,3.25,RESOLVED
EXC_685944aa46,SSI_MISMATCH|SG|EUR|CP016,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.88,ops_analyst,14.14,RESOLVED
EXC_7b137a97bd,SSI_MISMATCH|IN|INR|CP030,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.76,team_lead,13.05,RESOLVED
EXC_b57d8ebfcb,MISSING_INSTRUCTION|EU|USD|CP007,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.86,team_lead,9.46,RESOLVED
EXC_6eedd29ed2,COUNTERPARTY_DISCREPANCY|US|GBP|CP002,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.37,human_reviewer,10.39,RESOLVED
EXC_50d1badc45,QUANTITY_MISMATCH|GB|SGD|CP029,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.86,agent,15.92,RESOLVED
EXC_a5d39e2e9b,MISSING_INSTRUCTION|US|EUR|CP026,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.75,team_lead,2.86,RESOLVED
EXC_06c57c915e,MISSING_REFERENCE_DATA|EU|GBP|CP002,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.38,team_lead,6.64,RESOLVED
EXC_a978765a26,AMBIGUOUS_NOISY|US|EUR|CP028,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.47,human_reviewer,22.35,RESOLVED
EXC_453e9d734c,PRICE_MISMATCH|SG|EUR|CP005,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.89,human_reviewer,14.07,RESOLVED
EXC_6d7d4f03b9,MISSING_REFERENCE_DATA|EU|EUR|CP022,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.62,ops_analyst,15.08,RESOLVED
EXC_6360e34ebd,MISSING_INSTRUCTION|GB|JPY|CP001,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.77,human_reviewer,4.15,RESOLVED
EXC_23c5c00f4b,BOOKING_MISMATCH|IN|USD|CP022,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.75,human_reviewer,11.27,RESOLVED
EXC_75150e796f,SSI_MISMATCH|EU|EUR|CP014,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.9,agent,14.91,RESOLVED
EXC_53f1b119eb,WRONG_ACCOUNT|JP|INR|CP021,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.84,human_reviewer,5.01,RESOLVED
EXC_5657d54cf6,COUNTERPARTY_DISCREPANCY|EU|GBP|CP022,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.4,human_reviewer,14.56,RESOLVED
EXC_99bb3d315b,SSI_MISMATCH|GB|USD|CP014,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.73,team_lead,12.01,RESOLVED
EXC_005a458f27,COUNTERPARTY_DISCREPANCY|SG|GBP|CP021,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.4,ops_analyst,2.16,RESOLVED
EXC_92dc9bc725,BOOKING_MISMATCH|GB|JPY|CP030,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.75,human_reviewer,16.28,RESOLVED
EXC_b0831dd969,PRICE_MISMATCH|JP|INR|CP012,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.95,team_lead,5.01,RESOLVED
EXC_441b697fe0,QUANTITY_MISMATCH|US|GBP|CP007,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.77,team_lead,11.83,RESOLVED
EXC_b42c998ba6,BOOKING_MISMATCH|JP|JPY|CP029,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.82,human_reviewer,9.44,RESOLVED
EXC_995b05cfed,MISSING_REFERENCE_DATA|EU|JPY|CP026,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.38,agent,5.17,RESOLVED
EXC_4ef45da895,BOOKING_MISMATCH|SG|JPY|CP019,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.78,human_reviewer,6.64,RESOLVED
EXC_f037958a0e,HOLIDAY_SETTLEMENT_ERROR|SG|INR|CP001,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.85,agent,5.7,RESOLVED
EXC_6da8a783d5,BOOKING_MISMATCH|EU|SGD|CP013,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.92,human_reviewer,22.13,RESOLVED
EXC_f9d506fee2,MISSING_INSTRUCTION|SG|USD|CP001,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.88,human_reviewer,8.83,RESOLVED
EXC_4af4b6ee31,WRONG_ACCOUNT|JP|SGD|CP019,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.77,human_reviewer,11.06,RESOLVED
EXC_0f9fec55ef,HOLIDAY_SETTLEMENT_ERROR|JP|EUR|CP015,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.77,human_reviewer,5.17,RESOLVED
EXC_22dc92670b,COUNTERPARTY_DISCREPANCY|EU|INR|CP022,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.49,ops_analyst,1.8,RESOLVED
EXC_9699dc14e0,SSI_MISMATCH|US|USD|CP012,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.78,ops_analyst,8.98,RESOLVED
EXC_40137aa377,HOLIDAY_SETTLEMENT_ERROR|IN|SGD|CP008,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.92,human_reviewer,11.32,RESOLVED
EXC_c9bfd6eae8,HOLIDAY_SETTLEMENT_ERROR|SG|USD|CP011,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.83,agent,1.68,RESOLVED
EXC_e0c9d1ce33,AMBIGUOUS_NOISY|SG|GBP|CP019,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.61,human_reviewer,31.69,PENDING_REMEDIATION
EXC_fbfa1e81ee,QUANTITY_MISMATCH|JP|USD|CP012,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.79,ops_analyst,3.86,RESOLVED
EXC_71c75439a2,COUNTERPARTY_DISCREPANCY|IN|USD|CP027,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.41,agent,13.38,RESOLVED
EXC_0264e3f61c,MISSING_INSTRUCTION|JP|GBP|CP002,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.78,team_lead,11.18,RESOLVED
EXC_1d5011b5af,PRICE_MISMATCH|JP|USD|CP014,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.81,team_lead,14.14,RESOLVED
EXC_1bd068dee5,MISSING_REFERENCE_DATA|GB|INR|CP004,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.5,ops_analyst,9.48,RESOLVED
EXC_3cc8cee1e9,MISSING_INSTRUCTION|JP|EUR|CP002,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.84,team_lead,9.43,RESOLVED
EXC_4ef7f24c48,BOOKING_MISMATCH|GB|SGD|CP005,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.73,human_reviewer,21.17,RESOLVED
EXC_137c330213,SSI_MISMATCH|US|USD|CP013,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.79,team_lead,11.01,RESOLVED
EXC_0cf35a1780,BOOKING_MISMATCH|SG|GBP|CP012,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.95,human_reviewer,20.04,RESOLVED
EXC_180ee075f7,HOLIDAY_SETTLEMENT_ERROR|JP|GBP|CP024,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.9,team_lead,5.54,RESOLVED
EXC_bfde3fcb42,BOOKING_MISMATCH|SG|JPY|CP003,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.74,human_reviewer,9.19,RESOLVED
EXC_6c8f2a12df,AMBIGUOUS_NOISY|SG|JPY|CP030,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.39,human_reviewer,25.12,PENDING_REMEDIATION
EXC_2ab7fe5337,PRICE_MISMATCH|EU|JPY|CP007,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.88,team_lead,15.37,RESOLVED
EXC_1e42b67919,MISSING_INSTRUCTION|GB|INR|CP007,MISSING_SSI,Request missing instructions from counterparty/custodian,True,0.92,human_reviewer,5.35,RESOLVED
EXC_42efb76ec5,AMBIGUOUS_NOISY|EU|JPY|CP027,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.5,human_reviewer,28.02,PENDING_REMEDIATION
EXC_3ade0918dc,MISSING_INSTRUCTION|JP|USD|CP008,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.79,human_reviewer,13.75,RESOLVED
EXC_02f063222f,PRICE_MISMATCH|US|USD|CP001,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.8,human_reviewer,14.77,RESOLVED
EXC_1b0c9642d2,COUNTERPARTY_DISCREPANCY|US|INR|CP008,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.48,agent,2.84,RESOLVED
EXC_f3e8720299,QUANTITY_MISMATCH|EU|INR|CP003,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.87,human_reviewer,5.2,RESOLVED
EXC_69886c85a0,BOOKING_MISMATCH|GB|INR|CP030,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.79,human_reviewer,34.95,RESOLVED
EXC_60c2a202c5,AMBIGUOUS_NOISY|EU|INR|CP002,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.56,human_reviewer,33.86,PENDING_REMEDIATION
EXC_958731d1df,COUNTERPARTY_DISCREPANCY|US|INR|CP026,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.46,ops_analyst,10.23,RESOLVED
EXC_8859b4c21a,PRICE_MISMATCH|SG|GBP|CP009,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.74,ops_analyst,14.46,RESOLVED
EXC_ef5f4345e2,WRONG_ACCOUNT|JP|EUR|CP003,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.73,human_reviewer,11.72,RESOLVED
EXC_0c2e327bdf,MISSING_INSTRUCTION|EU|USD|CP009,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.8,ops_analyst,12.82,RESOLVED
EXC_904732f804,AMBIGUOUS_NOISY|SG|GBP|CP014,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.51,human_reviewer,25.78,RESOLVED
EXC_3390fed48f,PRICE_MISMATCH|EU|EUR|CP011,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.82,human_reviewer,9.54,RESOLVED
EXC_9241d390b8,MISSING_INSTRUCTION|IN|EUR|CP030,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.85,agent,14.95,RESOLVED
EXC_f6510399a1,QUANTITY_MISMATCH|US|JPY|CP005,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.73,ops_analyst,12.08,RESOLVED
EXC_42541d723d,HOLIDAY_SETTLEMENT_ERROR|JP|SGD|CP015,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.86,agent,15.17,RESOLVED
EXC_c8d7100ce9,MISSING_INSTRUCTION|EU|JPY|CP008,MISSING_SSI,Request missing instructions from counterparty/custodian,True,0.79,human_reviewer,2.78,RESOLVED
EXC_4cb7e58c18,WRONG_ACCOUNT|JP|JPY|CP009,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.72,human_reviewer,13.49,RESOLVED
EXC_8e8005785b,COUNTERPARTY_DISCREPANCY|EU|EUR|CP001,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.44,ops_analyst,8.61,RESOLVED
EXC_c003ad6398,MISSING_REFERENCE_DATA|SG|SGD|CP015,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.42,human_reviewer,3.27,RESOLVED
EXC_0fd6272978,MISSING_INSTRUCTION|JP|GBP|CP024,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.84,human_reviewer,10.85,RESOLVED
EXC_c387a30e8c,SSI_MISMATCH|EU|EUR|CP029,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.8,human_reviewer,6.97,RESOLVED
EXC_6cc1375486,HOLIDAY_SETTLEMENT_ERROR|JP|JPY|CP025,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.89,agent,6.1,RESOLVED
EXC_b371931421,QUANTITY_MISMATCH|JP|JPY|CP010,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.96,team_lead,13.57,RESOLVED
EXC_e512ff64f1,COUNTERPARTY_DISCREPANCY|SG|EUR|CP028,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,True,0.55,human_reviewer,13.19,RESOLVED
EXC_c8e39cae99,AMBIGUOUS_NOISY|SG|JPY|CP013,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.47,human_reviewer,8.99,RESOLVED
EXC_c24ad27cf5,HOLIDAY_SETTLEMENT_ERROR|EU|JPY|CP013,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.78,agent,6.55,RESOLVED
EXC_7373041546,QUANTITY_MISMATCH|EU|GBP|CP021,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.9,agent,13.51,RESOLVED
EXC_f3b302b59c,MISSING_INSTRUCTION|SG|INR|CP011,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.72,agent,8.8,RESOLVED
EXC_dcfb66d6c5,COUNTERPARTY_DISCREPANCY|GB|JPY|CP006,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.49,ops_analyst,4.07,RESOLVED
EXC_9ad64482d3,HOLIDAY_SETTLEMENT_ERROR|IN|GBP|CP017,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.85,agent,5.97,RESOLVED
EXC_71a452a490,SSI_MISMATCH|JP|INR|CP020,SSI_MISMATCH,Validate SSI against active master and resend instruction,True,0.76,human_reviewer,11.96,RESOLVED
EXC_4058518116,MISSING_REFERENCE_DATA|GB|GBP|CP009,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.35,agent,2.17,RESOLVED
EXC_8efd9ee02e,COUNTERPARTY_DISCREPANCY|IN|JPY|CP005,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.48,agent,12.83,RESOLVED
EXC_bf2fde2cb0,MISSING_REFERENCE_DATA|JP|SGD|CP018,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.6,agent,14.74,RESOLVED
EXC_270bbe0d1a,WRONG_ACCOUNT|EU|USD|CP020,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.73,human_reviewer,1.43,RESOLVED
EXC_927c63c650,MISSING_REFERENCE_DATA|SG|EUR|CP029,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.51,agent,15.16,RESOLVED
EXC_0830de3d1b,QUANTITY_MISMATCH|JP|JPY|CP022,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,True,0.83,human_reviewer,13.54,RESOLVED
EXC_25f96ff651,PRICE_MISMATCH|IN|JPY|CP003,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.76,ops_analyst,3.11,RESOLVED
EXC_d1a14fb818,MISSING_REFERENCE_DATA|GB|EUR|CP014,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.47,ops_analyst,10.69,RESOLVED
EXC_ffaab8f1ed,HOLIDAY_SETTLEMENT_ERROR|EU|SGD|CP007,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.81,agent,9.83,RESOLVED
EXC_97becde9d8,PRICE_MISMATCH|SG|USD|CP011,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.83,ops_analyst,4.65,RESOLVED
EXC_9d643cc6c3,PRICE_MISMATCH|EU|JPY|CP020,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.91,agent,1.81,RESOLVED
EXC_1a9e30cd5b,WRONG_ACCOUNT|GB|GBP|CP010,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.72,human_reviewer,3.39,RESOLVED
EXC_f1621f0afc,BOOKING_MISMATCH|JP|INR|CP004,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.8,human_reviewer,26.1,RESOLVED
EXC_fc741f02e6,QUANTITY_MISMATCH|US|EUR|CP019,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.79,team_lead,6.8,RESOLVED
