trade_id,settlement_status,instruction_status,ssi_id,custodian,depository,fail_reason_code,actual_settlement_date,intended_settlement_date
TRD000442,ON_HOLD,PENDING_ENRICHMENT,,HSBC Custody,NSDL,REFERENCE_DATA_GAP,2026-05-07,2026-05-07
TRD000443,FAILED,MATCHED,,HSBC Custody,JASDEC,MARKET_HOLIDAY,2026-12-28,2026-12-25
TRD000444,FAILED,MATCHED,SSI_50d5fabde9,State Street,NSDL,PRICE_BREAK,2026-11-12,2026-11-12
TRD000445,FAILED,MATCHED,,State Street,Euroclear,PRICE_BREAK,2026-11-13,2026-11-13
TRD000446,FAILED,MISMATCH,,BNY Mellon,NSDL,WRONG_ACCOUNT,2026-08-13,2026-08-13
TRD000447,FAILED,MATCHED,,JPM Custody,Euroclear,BOOKING_MISMATCH,2026-11-13,2026-11-13
TRD000448,FAILED,MATCHED,,Citi Custody,Euroclear,QUANTITY_BREAK,2026-10-06,2026-10-06
TRD000449,ON_HOLD,PENDING_ENRICHMENT,,BNY Mellon,Clearstream,REFERENCE_DATA_GAP,2026-03-06,2026-03-06
TRD000450,FAILED,MATCHED,,State Street,Clearstream,PRICE_BREAK,2026-12-11,2026-12-11
TRD000451,FAILED,MATCHED,SSI_f5faa72d3e,JPM Custody,DTC,QUANTITY_BREAK,2026-10-22,2026-10-22
TRD000452,FAILED,MISMATCH,SSI_BAD_e9e0698061,JPM Custody,DTC,SSI_MISMATCH,2026-05-12,2026-05-12
TRD000453,FAILED,MATCHED,,HSBC Custody,CDSL,BOOKING_MISMATCH,2026-05-26,2026-05-26
TRD000454,FAILED,MATCHED,,Citi Custody,JASDEC,PRICE_BREAK,2026-05-18,2026-05-18
TRD000455,FAILED,MISSING,,Citi Custody,Euroclear,MISSING_INSTRUCTION,2026-10-12,2026-10-12
TRD000456,FAILED,MATCHED,,HSBC Custody,JASDEC,MARKET_HOLIDAY,2026-07-13,2026-07-12
TRD000457,FAILED,MATCHED,SSI_4cbcf85284,BNY Mellon,DTC,QUANTITY_BREAK,2026-03-25,2026-03-25
TRD000458,ON_HOLD,PENDING_CONFIRMATION,SSI_5cfdfd8282,Citi Custody,Euroclear,COUNTERPARTY_MISMATCH,2026-05-01,2026-05-01
TRD000459,FAILED,MISSING,,BNY Mellon,DTC,COUNTERPARTY_MISMATCH,2026-10-26,2026-10-26
TRD000460,FAILED,MISMATCH,SSI_BAD_0bc7cc58d6,BNY Mellon,NSDL,SSI_MISMATCH,2026-03-09,2026-03-09
TRD000461,ON_HOLD,PENDING_CONFIRMATION,,HSBC Custody,DTC,COUNTERPARTY_MISMATCH,2026-06-15,2026-06-15
TRD000462,FAILED,MISMATCH,,HSBC Custody,Clearstream,WRONG_ACCOUNT,2026-06-10,2026-06-10
TRD000463,FAILED,MATCHED,SSI_09b6135869,JPM Custody,Euroclear,MARKET_HOLIDAY,2026-07-06,2026-07-04
TRD000464,FAILED,MISMATCH,SSI_817438b031,JPM Custody,Euroclear,WRONG_ACCOUNT,2026-06-22,2026-06-22
TRD000465,ON_HOLD,PENDING_ENRICHMENT,,State Street,NSDL,REFERENCE_DATA_GAP,2026-11-09,2026-11-09
TRD000466,FAILED,MATCHED,,JPM Custody,DTC,PRICE_BREAK,2026-03-23,2026-03-23
TRD000467,FAILED,MISSING,,Citi Custody,DTC,UNKNOWN,2026-06-26,2026-06-26
TRD000468,FAILED,MATCHED,,Citi Custody,DTC,PRICE_BREAK,2026-05-11,2026-05-11
TRD000469,FAILED,MATCHED,,JPM Custody,CDSL,PRICE_BREAK,2026-04-27,2026-04-27
TRD000470,ON_HOLD,PENDING_CONFIRMATION,,JPM Custody,NSDL,COUNTERPARTY_MISMATCH,2026-11-20,2026-11-20
TRD000471,FAILED,MATCHED,SSI_3666b0ae46,JPM Custody,CDSL,QUANTITY_BREAK,2026-05-11,2026-05-11
TRD000472,FAILED,MISMATCH,,HSBC Custody,Clearstream,WRONG_ACCOUNT,2026-12-23,2026-12-23
TRD000473,FAILED,MATCHED,,BNY Mellon,DTC,MARKET_HOLIDAY,2026-08-31,2026-08-29
TRD000474,FAILED,MATCHED,SSI_3666b0ae46,JPM Custody,CDSL,PRICE_BREAK,2026-05-11,2026-05-11
TRD000475,FAILED,MATCHED,,Citi Custody,Clearstream,BOOKING_MISMATCH,2026-02-18,2026-02-18
TRD000476,FAILED,MATCHED,,HSBC Custody,JASDEC,PRICE_BREAK,2026-07-20,2026-07-20
TRD000477,FAILED,MISSING,,Citi Custody,Clearstream,MISSING_INSTRUCTION,2026-01-27,2026-01-27
TRD000478,FAILED,MATCHED,,BNY Mellon,DTC,BOOKING_MISMATCH,2026-08-13,2026-08-13
TRD000479,ON_HOLD,PENDING_CONFIRMATION,,State Street,NSDL,COUNTERPARTY_MISMATCH,2026-09-04,2026-09-04
TRD000480,FAILED,MISMATCH,,HSBC Custody,NSDL,WRONG_ACCOUNT,2026-03-17,2026-03-17
TRD000481,FAILED,MATCHED,,State Street,NSDL,QUANTITY_BREAK,2026-03-02,2026-03-02
TRD000482,FAILED,MISSING,,Citi Custody,Clearstream,MISSING_INSTRUCTION,2026-08-17,2026-08-17
TRD000483,FAILED,MISMATCH,,BNY Mellon,Clearstream,WRONG_ACCOUNT,2026-03-26,2026-03-26
TRD000484,FAILED,MATCHED,,State Street,Euroclear,BOOKING_MISMATCH,2026-03-19,2026-03-19
TRD000485,FAILED,MISMATCH,SSI_d25d45329c,HSBC Custody,Euroclear,WRONG_ACCOUNT,2026-08-07,2026-08-07
TRD000486,FAILED,MATCHED,,JPM Custody,Clearstream,QUANTITY_BREAK,2026-06-15,2026-06-15
TRD000487,FAILED,MISMATCH,SSI_BAD_5335d95cc9,BNY Mellon,DTC,SSI_MISMATCH,2026-09-21,2026-09-21
TRD000488,ON_HOLD,PENDING_ENRICHMENT,,HSBC Custody,CDSL,REFERENCE_DATA_GAP,2026-07-16,2026-07-16
TRD000489,FAILED,MATCHED,,Citi Custody,Euroclear,BOOKING_MISMATCH,2026-07-13,2026-07-13
TRD000490,FAILED,MATCHED,,State Street,NSDL,BOOKING_MISMATCH,2026-11-16,2026-11-16
TRD000491,FAILED,PENDING_CONFIRMATION,,State Street,JASDEC,COUNTERPARTY_MISMATCH,2026-04-17,2026-04-17
TRD000492,FAILED,MISMATCH,SSI_BAD_7457ff0085,HSBC Custody,DTC,SSI_MISMATCH,2026-10-14,2026-10-14
TRD000493,FAILED,MATCHED,,State Street,Euroclear,PRICE_BREAK,2026-12-02,2026-12-02
TRD000494,FAILED,MISMATCH,SSI_BAD_ecf3e46ce0,HSBC Custody,JASDEC,SSI_MISMATCH,2026-06-08,2026-06-08
TRD000495,FAILED,MATCHED,,JPM Custody,Clearstream,QUANTITY_BREAK,2026-12-03,2026-12-03
TRD000496,FAILED,MISSING,,BNY Mellon,CDSL,COUNTERPARTY_MISMATCH,2026-02-09,2026-02-09
TRD000497,FAILED,MATCHED,,BNY Mellon,CDSL,PRICE_BREAK,2026-11-26,2026-11-26
TRD000498,FAILED,MISMATCH,SSI_BAD_9370e25ecc,JPM Custody,DTC,SSI_MISMATCH,2026-02-23,2026-02-23
TRD000499,FAILED,MATCHED,,HSBC Custody,Clearstream,QUANTITY_BREAK,2026-08-18,2026-08-18
TRD000500,FAILED,MATCHED,,State Street,DTC,BOOKING_MISMATCH,2026-09-14,2026-09-14
